Date,Station,Tave2M,Tmax2M,Tmin2M,Tave6M,Tmax6M,Tmin6M
10/01/82,RAWS,0.3,4.7,-2.9,,,
10/02/82,RAWS,-0.4,6.1,-4.1,,,
10/03/82,RAWS,5.3,10.1,2.5,,,
10/04/82,RAWS,5.8,11.8,2.7,,,
10/05/82,RAWS,4.0,7.1,-1.4,,,
10/06/82,RAWS,-1.8,4.0,-5.8,,,
10/07/82,RAWS,5.9,13.1,3.1,,,
10/08/82,RAWS,-1.6,6.5,-6.9,,,
10/09/82,RAWS,-8.5,-7.2,-9.8,,,
10/10/82,RAWS,-6.9,-3.6,-9.8,,,
10/11/82,RAWS,-7.3,-1.4,-11.1,,,
10/12/82,RAWS,-4.6,1.8,-8.7,,,
10/13/82,RAWS,-3.5,1.7,-9.7,,,
10/14/82,RAWS,-1.5,8.0,-7.2,,,
10/15/82,RAWS,1.2,11.8,-3.3,,,
10/16/82,RAWS,2.6,5.3,-1.9,,,
10/17/82,RAWS,2.5,6.6,0.5,,,
10/18/82,RAWS,2.8,6.1,-0.6,,,
10/19/82,RAWS,-4.6,3.0,-11.0,,,
10/20/82,RAWS,-1.5,3.6,-5.2,,,
10/21/82,RAWS,-0.4,4.9,-2.9,,,
10/22/82,RAWS,0.9,5.7,-3.3,,,
10/23/82,RAWS,3.0,7.6,1.0,,,
10/24/82,RAWS,4.5,9.2,2.2,,,
10/25/82,RAWS,1.7,3.2,0.8,,,
10/26/82,RAWS,3.1,16.0,1.6,,,
10/27/82,RAWS,9.8,20.4,0.4,,,
10/28/82,RAWS,13.6,21.2,10.7,,,
10/29/82,RAWS,11.5,20.8,-3.5,,,
10/30/82,RAWS,-1.0,2.6,-4.4,,,
10/31/82,RAWS,-0.2,1.7,-1.9,,,
11/01/82,RAWS,-4.6,-2.3,-7.6,,,
11/02/82,RAWS,-8.9,-5.1,-11.5,,,
11/03/82,RAWS,-10.8,-6.5,-12.6,,,
11/04/82,RAWS,-6.1,-0.8,-9.4,,,
11/05/82,RAWS,-1.4,2.1,-2.7,,,
11/06/82,RAWS,-0.3,3.8,-2.7,,,
11/07/82,RAWS,0.5,4.6,-2.0,,,
11/08/82,RAWS,0.1,4.3,-4.0,,,
11/09/82,RAWS,-1.6,0.0,-3.8,,,
11/10/82,RAWS,-2.5,3.8,-4.7,,,
11/11/82,RAWS,-5.9,-4.3,-8.7,,,
11/12/82,RAWS,-10.1,-4.6,-13.5,,,
11/13/82,RAWS,-6.2,-5.3,-9.3,,,
11/14/82,RAWS,-10.0,-2.4,-14.8,,,
11/15/82,RAWS,-4.0,-2.1,-6.5,,,
11/16/82,RAWS,-5.2,-1.5,-7.3,,,
11/17/82,RAWS,-2.5,1.1,-4.1,,,
11/18/82,RAWS,-1.8,-0.6,-2.4,,,
11/19/82,RAWS,-2.7,-1.3,-6.9,,,
11/20/82,RAWS,-10.0,-7.9,-11.5,,,
11/21/82,RAWS,-9.5,-6.9,-11.2,,,
11/22/82,RAWS,-8.5,-7.4,-12.5,,,
11/23/82,RAWS,-12.9,-7.2,-15.8,,,
11/24/82,RAWS,-7.9,-0.9,-15.2,,,
11/25/82,RAWS,-6.3,-4.4,-7.6,,,
11/26/82,RAWS,-7.7,2.1,-13.0,,,
11/27/82,RAWS,-7.1,1.7,-11.3,,,
11/28/82,RAWS,-5.9,-3.0,-8.3,,,
11/29/82,RAWS,-6.1,-5.1,-6.9,,,
11/30/82,RAWS,-5.5,-0.6,-8.5,,,
12/01/82,RAWS,-6.5,-2.1,-10.7,,,
12/02/82,RAWS,-10.7,-10.2,-11.3,,,
12/03/82,RAWS,-7.5,2.7,-11.5,,,
12/04/82,RAWS,-2.6,0.3,-6.1,,,
12/05/82,RAWS,-6.9,-5.1,-8.4,,,
12/06/82,RAWS,-5.3,-3.2,-8.0,,,
12/07/82,RAWS,-11.0,-6.0,-15.3,,,
12/08/82,RAWS,-9.6,0.3,-19.1,,,
12/09/82,RAWS,-0.2,1.6,-4.9,,,
12/10/82,RAWS,-4.5,-0.4,-11.1,,,
12/11/82,RAWS,-7.7,-2.2,-11.2,,,
12/12/82,RAWS,-2.0,1.0,-4.8,,,
12/13/82,RAWS,-6.9,-6.9,-6.9,,,
12/14/82,RAWS,-11.3,-7.2,-14.6,,,
12/15/82,RAWS,-12.2,-8.6,-14.8,,,
12/16/82,RAWS,-5.2,-1.3,-8.7,,,
12/17/82,RAWS,-1.0,-0.2,-2.3,,,
12/18/82,RAWS,-9.5,-2.9,-13.6,,,
12/19/82,RAWS,-9.1,-4.2,-13.7,,,
12/20/82,RAWS,-3.6,-0.8,-5.8,,,
12/21/82,RAWS,-2.4,0.3,-3.5,,,
12/22/82,RAWS,-4.0,-1.9,-5.1,,,
12/23/82,RAWS,-2.7,1.7,-4.9,,,
12/24/82,RAWS,-9.7,-5.2,-13.7,,,
12/25/82,RAWS,-15.0,-7.2,-18.7,,,
12/26/82,RAWS,-10.1,-1.9,-19.0,,,
12/27/82,RAWS,-9.6,-4.5,-13.9,,,
12/28/82,RAWS,-19.6,-14.5,-22.3,,,
12/29/82,RAWS,-17.5,-14.5,-20.5,,,
12/30/82,RAWS,-16.3,-14.3,-18.2,,,
12/31/82,RAWS,-12.9,-2.6,-17.5,,,
01/01/83,RAWS,-9.9,-0.1,-13.3,,,
01/02/83,RAWS,-5.9,-1.6,-8.1,,,
01/03/83,RAWS,-4.8,-3.5,-6.4,,,
01/04/83,RAWS,-8.4,-7.0,-9.3,,,
01/05/83,RAWS,-5.0,-1.9,-7.2,,,
01/06/83,RAWS,-2.5,-1.4,-3.5,,,
01/07/83,RAWS,-3.8,-2.2,-5.1,,,
01/08/83,RAWS,-5.5,-3.2,-6.9,,,
01/09/83,RAWS,-12.4,-4.1,-15.8,,,
01/10/83,RAWS,-12.9,-7.5,-16.7,,,
01/11/83,RAWS,-5.7,-1.4,-8.0,,,
01/12/83,RAWS,-2.0,2.3,-4.7,,,
01/13/83,RAWS,-0.3,1.0,-1.5,,,
01/14/83,RAWS,-2.7,5.1,-7.6,,,
01/15/83,RAWS,-2.3,0.3,-8.9,,,
01/16/83,RAWS,-7.1,1.7,-12.2,,,
01/17/83,RAWS,-1.0,2.4,-4.0,,,
01/18/83,RAWS,-6.6,-1.9,-11.4,,,
01/19/83,RAWS,-7.6,-4.1,-10.0,,,
01/20/83,RAWS,-7.2,0.4,-12.8,,,
01/21/83,RAWS,-8.3,0.0,-13.4,,,
01/22/83,RAWS,-7.5,-6.1,-8.3,,,
01/23/83,RAWS,-7.8,-5.9,-9.7,,,
01/24/83,RAWS,-9.4,-3.3,-12.8,,,
01/25/83,RAWS,-6.7,-1.8,-8.3,,,
01/26/83,RAWS,-8.2,-4.4,-9.9,,,
01/27/83,RAWS,-1.7,0.9,-3.2,,,
01/28/83,RAWS,-3.8,0.8,-6.7,,,
01/29/83,RAWS,-7.4,-2.9,-11.1,,,
01/30/83,RAWS,-7.2,-4.0,-10.6,,,
01/31/83,RAWS,-12.7,-6.8,-17.4,,,
02/01/83,RAWS,-12.7,-9.4,-17.1,,,
02/02/83,RAWS,-16.2,-11.5,-19.0,,,
02/03/83,RAWS,-14.6,-8.7,-16.8,,,
02/04/83,RAWS,-15.7,-3.0,-21.8,,,
02/05/83,RAWS,-10.2,-7.9,-12.1,,,
02/06/83,RAWS,-13.9,-10.7,-15.8,,,
02/07/83,RAWS,-11.5,-8.3,-13.7,,,
02/08/83,RAWS,-7.3,-3.8,-10.0,,,
02/09/83,RAWS,-5.8,-4.2,-6.9,,,
02/10/83,RAWS,-9.3,-7.2,-11.9,,,
02/11/83,RAWS,-10.2,-5.9,-13.6,,,
02/12/83,RAWS,-4.0,2.1,-9.2,,,
02/13/83,RAWS,-1.1,4.0,-3.2,,,
02/14/83,RAWS,-4.3,-2.3,-7.0,,,
02/15/83,RAWS,-6.9,-2.9,-9.3,,,
02/16/83,RAWS,-5.1,-2.5,-6.9,,,
02/17/83,RAWS,-8.2,-4.4,-10.7,,,
02/18/83,RAWS,-3.1,2.8,-6.4,,,
02/19/83,RAWS,-3.1,1.4,-5.3,,,
02/20/83,RAWS,-7.7,2.1,-14.2,,,
02/21/83,RAWS,-4.1,3.8,-11.5,,,
02/22/83,RAWS,-3.8,2.5,-7.1,,,
02/23/83,RAWS,-2.5,3.2,-4.7,,,
02/24/83,RAWS,-3.1,5.6,-9.0,,,
02/25/83,RAWS,-0.7,5.0,-2.9,,,
02/26/83,RAWS,-4.9,-2.0,-6.9,,,
02/27/83,RAWS,-5.6,-2.6,-7.6,,,
02/28/83,RAWS,-4.3,-3.2,-5.5,,,
03/01/83,RAWS,-3.6,-1.1,-5.1,,,
03/02/83,RAWS,-1.2,3.5,-3.1,,,
03/03/83,RAWS,-2.0,6.3,-8.0,,,
03/04/83,RAWS,-3.8,-1.1,-7.9,,,
03/05/83,RAWS,-3.3,-1.3,-4.3,,,
03/06/83,RAWS,-6.4,-4.7,-8.7,,,
03/07/83,RAWS,-9.0,-5.5,-11.3,,,
03/08/83,RAWS,-6.3,-4.0,-8.2,,,
03/09/83,RAWS,-5.6,-0.4,-7.8,,,
03/10/83,RAWS,-0.9,7.8,-4.9,,,
03/11/83,RAWS,0.3,6.5,-6.9,,,
03/12/83,RAWS,0.0,2.5,-2.2,,,
03/13/83,RAWS,-0.4,4.6,-2.4,,,
03/14/83,RAWS,-0.6,2.5,-2.5,,,
03/15/83,RAWS,-6.6,-2.2,-9.7,,,
03/16/83,RAWS,-9.8,-5.8,-12.2,,,
03/17/83,RAWS,-10.1,-0.3,-14.5,,,
03/18/83,RAWS,-8.6,-1.8,-13.5,,,
03/19/83,RAWS,-13.5,-4.6,-18.5,,,
03/20/83,RAWS,-15.9,-8.2,-22.6,,,
03/21/83,RAWS,-11.4,-1.2,-15.5,,,
03/22/83,RAWS,-10.2,-1.8,-17.2,,,
03/23/83,RAWS,-6.7,-1.8,-8.7,,,
03/24/83,RAWS,-8.0,-1.6,-10.8,,,
03/25/83,RAWS,-9.3,-6.9,-11.7,,,
03/26/83,RAWS,-11.3,-8.1,-14.6,,,
03/27/83,RAWS,-10.0,-4.9,-13.3,,,
03/28/83,RAWS,-6.1,-3.4,-7.9,,,
03/29/83,RAWS,-7.4,-3.5,-10.3,,,
03/30/83,RAWS,-5.3,-1.5,-7.7,,,
03/31/83,RAWS,-2.6,-2.0,-4.3,,,
04/01/83,RAWS,-8.9,-4.6,-13.0,,,
04/02/83,RAWS,-8.8,-5.5,-11.2,,,
04/03/83,RAWS,-7.3,-5.4,-12.0,,,
04/04/83,RAWS,-15.8,-13.2,-18.4,,,
04/05/83,RAWS,-15.1,-4.6,-19.1,,,
04/06/83,RAWS,-16.6,-2.7,-24.9,,,
04/07/83,RAWS,-9.2,-2.5,-15.9,,,
04/08/83,RAWS,-11.3,-3.2,-16.9,,,
04/09/83,RAWS,-8.4,-2.6,-14.0,,,
04/10/83,RAWS,-3.5,0.5,-5.9,,,
04/11/83,RAWS,-2.1,2.6,-5.4,,,
04/12/83,RAWS,-6.4,-4.7,-7.7,,,
04/13/83,RAWS,-10.0,-3.6,-14.2,,,
04/14/83,RAWS,-13.4,-2.7,-22.5,,,
04/15/83,RAWS,-10.1,-1.0,-15.4,,,
04/16/83,RAWS,-7.3,-1.5,-10.8,,,
04/17/83,RAWS,-4.2,2.8,-7.6,,,
04/18/83,RAWS,1.6,6.8,-2.6,,,
04/19/83,RAWS,-1.2,2.5,-3.3,,,
04/20/83,RAWS,-0.7,8.2,-6.5,,,
04/21/83,RAWS,-1.3,0.6,-2.6,,,
04/22/83,RAWS,-1.7,1.7,-4.0,,,
04/23/83,RAWS,-0.9,6.6,-5.4,,,
04/24/83,RAWS,2.3,9.2,-3.6,,,
04/25/83,RAWS,3.5,7.4,-0.4,,,
04/26/83,RAWS,-2.9,2.3,-8.2,,,
04/27/83,RAWS,-3.0,-0.8,-5.1,,,
04/28/83,RAWS,-2.6,-0.2,-4.2,,,
04/29/83,RAWS,-1.0,2.2,-2.5,,,
04/30/83,RAWS,-2.0,1.2,-3.3,,,
05/01/83,RAWS,-3.3,0.7,-5.6,,,
05/02/83,RAWS,-3.7,2.0,-7.7,,,
05/03/83,RAWS,-2.8,1.2,-5.2,,,
05/04/83,RAWS,-1.3,4.7,-4.9,,,
05/05/83,RAWS,1.8,5.6,-1.1,,,
05/06/83,RAWS,-2.0,2.1,-4.6,,,
05/07/83,RAWS,-1.8,5.7,-4.9,,,
05/08/83,RAWS,2.8,8.2,-5.1,,,
05/09/83,RAWS,5.9,10.1,3.0,,,
05/10/83,RAWS,2.0,7.8,-5.7,,,
05/11/83,RAWS,0.2,3.5,-3.2,,,
05/12/83,RAWS,-5.0,-0.5,-7.7,,,
05/13/83,RAWS,-4.9,-1.7,-10.4,,,
05/14/83,RAWS,-7.1,-1.5,-11.7,,,
05/15/83,RAWS,-4.3,0.6,-7.5,,,
05/16/83,RAWS,-1.7,3.4,-5.1,,,
05/17/83,RAWS,-3.6,-0.3,-6.6,,,
05/18/83,RAWS,-4.3,1.4,-13.4,,,
05/19/83,RAWS,-2.7,-0.3,-4.3,,,
05/20/83,RAWS,-0.4,5.6,-6.1,,,
05/21/83,RAWS,-0.1,4.7,-3.0,,,
05/22/83,RAWS,1.9,7.4,-1.8,,,
05/23/83,RAWS,3.9,10.7,-1.6,,,
05/24/83,RAWS,7.4,14.3,3.9,,,
05/25/83,RAWS,5.3,13.4,-2.9,,,
05/26/83,RAWS,4.3,12.7,-0.8,,,
05/27/83,RAWS,6.7,16.2,1.7,,,
05/28/83,RAWS,5.1,11.5,-0.2,,,
05/29/83,RAWS,3.4,9.8,-1.5,,,
05/30/83,RAWS,1.2,5.9,-2.1,,,
05/31/83,RAWS,-1.8,4.4,-5.1,,,
06/01/83,RAWS,0.6,3.4,-2.0,,,
06/02/83,RAWS,3.5,9.2,-0.1,,,
06/03/83,RAWS,3.7,10.7,-0.1,,,
06/04/83,RAWS,5.1,10.7,-2.1,,,
06/05/83,RAWS,0.8,5.2,-1.2,,,
06/06/83,RAWS,-0.2,6.1,-5.8,,,
06/07/83,RAWS,2.9,8.2,-0.7,,,
06/08/83,RAWS,5.0,13.8,-1.5,,,
06/09/83,RAWS,6.2,11.2,2.2,,,
06/10/83,RAWS,6.8,12.0,3.2,,,
06/11/83,RAWS,6.1,10.9,1.0,,,
06/12/83,RAWS,1.9,1.9,1.9,,,
06/13/83,RAWS,0.7,4.4,-2.3,,,
06/14/83,RAWS,2.3,9.2,-2.0,,,
06/15/83,RAWS,5.5,12.8,-2.2,,,
06/16/83,RAWS,7.4,12.2,4.0,,,
06/17/83,RAWS,7.8,13.1,3.0,,,
06/18/83,RAWS,12.2,17.7,8.9,,,
06/19/83,RAWS,13.8,17.9,10.5,,,
06/20/83,RAWS,13.0,19.7,4.3,,,
06/21/83,RAWS,13.0,19.3,5.7,,,
06/22/83,RAWS,14.5,20.5,8.8,,,
06/23/83,RAWS,9.9,18.5,2.7,,,
06/24/83,RAWS,11.1,18.3,3.2,,,
06/25/83,RAWS,8.6,13.7,2.5,,,
06/26/83,RAWS,4.4,8.2,2.1,,,
06/27/83,RAWS,4.8,9.6,2.1,,,
06/28/83,RAWS,6.7,14.7,3.3,,,
06/29/83,RAWS,7.8,12.7,4.8,,,
06/30/83,RAWS,10.9,15.8,5.8,,,
07/01/83,RAWS,,,,,,
07/02/83,RAWS,,,,,,
07/03/83,RAWS,,,,,,
07/04/83,RAWS,,,,,,
07/05/83,RAWS,,,,,,
07/06/83,RAWS,,,,,,
07/07/83,RAWS,,,,,,
07/08/83,RAWS,20.8,27.8,17.2,,,
07/09/83,RAWS,13.2,22.4,6.3,,,
07/10/83,RAWS,11.7,17.2,6.9,,,
07/11/83,RAWS,8.1,14.7,3.1,,,
07/12/83,RAWS,11.4,20.4,4.3,,,
07/13/83,RAWS,13.5,20.8,5.3,,,
07/14/83,RAWS,13.7,21.3,7.3,,,
07/15/83,RAWS,13.8,19.0,10.4,,,
07/16/83,RAWS,11.1,18.2,3.4,,,
07/17/83,RAWS,15.7,21.3,7.2,,,
07/18/83,RAWS,15.4,22.3,11.1,,,
07/19/83,RAWS,15.6,23.5,8.6,,,
07/20/83,RAWS,12.8,17.5,8.5,,,
07/21/83,RAWS,,,,,,
07/22/83,RAWS,,,,,,
07/23/83,RAWS,,,,,,
07/24/83,RAWS,,,,,,
07/25/83,RAWS,,,,,,
07/26/83,RAWS,11.9,15.4,9.0,,,
07/27/83,RAWS,11.7,16.9,7.9,,,
07/28/83,RAWS,10.2,18.1,6.6,,,
07/29/83,RAWS,11.7,21.1,5.2,,,
07/30/83,RAWS,10.9,17.8,2.5,,,
07/31/83,RAWS,8.8,19.7,2.8,,,
08/01/83,RAWS,11.3,18.1,6.0,,,
08/02/83,RAWS,13.0,17.9,11.1,,,
08/03/83,RAWS,12.6,17.5,8.6,,,
08/04/83,RAWS,11.8,18.4,6.9,,,
08/05/83,RAWS,11.3,19.7,7.7,,,
08/06/83,RAWS,11.2,17.9,6.4,,,
08/07/83,RAWS,12.1,21.8,4.6,,,
08/08/83,RAWS,13.3,21.5,7.0,,,
08/09/83,RAWS,14.5,23.4,7.6,,,
08/10/83,RAWS,13.5,21.0,6.1,,,
08/11/83,RAWS,14.3,21.8,7.4,,,
08/12/83,RAWS,13.5,19.5,9.5,,,
08/13/83,RAWS,9.9,14.5,6.8,,,
08/14/83,RAWS,13.2,19.2,7.8,,,
08/15/83,RAWS,12.5,21.6,6.5,,,
08/16/83,RAWS,14.9,20.4,9.7,,,
08/17/83,RAWS,14.4,21.9,7.7,,,
08/18/83,RAWS,12.7,19.6,8.7,,,
08/19/83,RAWS,11.3,17.7,5.5,,,
08/20/83,RAWS,11.4,17.9,6.9,,,
08/21/83,RAWS,13.2,19.5,9.8,,,
08/22/83,RAWS,12.3,19.1,5.0,,,
08/23/83,RAWS,13.0,19.7,7.2,,,
08/24/83,RAWS,12.2,16.5,8.9,,,
08/25/83,RAWS,12.5,20.3,8.2,,,
08/26/83,RAWS,11.6,17.2,7.5,,,
08/27/83,RAWS,11.0,18.5,5.7,,,
08/28/83,RAWS,10.9,19.6,5.3,,,
08/29/83,RAWS,11.0,15.0,6.5,,,
08/30/83,RAWS,10.5,17.4,7.3,,,
08/31/83,RAWS,9.0,18.6,3.5,,,
09/01/83,RAWS,11.3,20.9,5.7,,,
09/02/83,RAWS,13.9,18.9,8.6,,,
09/03/83,RAWS,14.5,18.5,8.5,,,
09/04/83,RAWS,8.1,14.7,4.7,,,
09/05/83,RAWS,8.5,14.1,6.1,,,
09/06/83,RAWS,11.6,18.6,8.9,,,
09/07/83,RAWS,12.5,21.0,5.7,,,
09/08/83,RAWS,10.7,14.6,7.3,,,
09/09/83,RAWS,11.9,17.0,9.1,,,
09/10/83,RAWS,11.4,15.4,6.4,,,
09/11/83,RAWS,10.9,16.7,5.9,,,
09/12/83,RAWS,9.5,15.5,-0.4,,,
09/13/83,RAWS,10.0,18.6,3.0,,,
09/14/83,RAWS,8.3,11.1,5.6,,,
09/15/83,RAWS,7.8,14.3,4.4,,,
09/16/83,RAWS,10.6,15.2,8.5,,,
09/17/83,RAWS,11.3,15.4,8.5,,,
09/18/83,RAWS,11.1,14.1,8.4,,,
09/19/83,RAWS,9.1,12.3,3.8,,,
09/20/83,RAWS,-2.9,2.3,-9.1,,,
09/21/83,RAWS,0.6,7.9,-3.3,,,
09/22/83,RAWS,5.8,10.8,3.0,,,
09/23/83,RAWS,6.8,10.8,5.2,,,
09/24/83,RAWS,5.6,8.8,3.7,,,
09/25/83,RAWS,6.9,14.8,2.7,,,
09/26/83,RAWS,6.2,14.5,0.1,,,
09/27/83,RAWS,8.0,12.5,3.5,,,
09/28/83,RAWS,7.7,12.1,5.3,,,
09/29/83,RAWS,5.6,13.0,1.1,,,
09/30/83,RAWS,7.5,12.9,2.0,,,
10/01/83,RAWS,5.9,9.2,3.7,,,
10/02/83,RAWS,4.1,7.3,0.0,,,
10/03/83,RAWS,-1.0,0.6,-3.0,,,
10/04/83,RAWS,-0.8,5.0,-3.6,,,
10/05/83,RAWS,4.3,9.8,1.8,,,
10/06/83,RAWS,4.6,11.4,-1.1,,,
10/07/83,RAWS,6.9,11.4,4.5,,,
10/08/83,RAWS,3.9,10.3,-1.2,,,
10/09/83,RAWS,4.5,7.5,1.8,,,
10/10/83,RAWS,3.1,5.7,0.0,,,
10/11/83,RAWS,-1.7,0.0,-3.2,,,
10/12/83,RAWS,-1.4,3.8,-3.5,,,
10/13/83,RAWS,1.6,7.8,-1.5,,,
10/14/83,RAWS,-2.2,0.4,-3.7,,,
10/15/83,RAWS,-2.8,-1.2,-3.8,,,
10/16/83,RAWS,-1.4,2.7,-3.8,,,
10/17/83,RAWS,-0.1,4.2,-5.1,,,
10/18/83,RAWS,0.8,3.2,-0.6,,,
10/19/83,RAWS,-2.1,6.4,-7.3,,,
10/20/83,RAWS,-2.2,9.2,-7.2,,,
10/21/83,RAWS,-0.6,12.2,-3.7,,,
10/22/83,RAWS,3.6,9.4,-0.4,,,
10/23/83,RAWS,4.9,9.6,3.0,,,
10/24/83,RAWS,0.0,6.0,-4.3,,,
10/25/83,RAWS,0.2,11.4,-8.2,,,
10/26/83,RAWS,3.2,14.0,-1.8,,,
10/27/83,RAWS,5.7,12.2,-1.4,,,
10/28/83,RAWS,3.3,10.0,-1.6,,,
10/29/83,RAWS,1.5,8.8,-4.0,,,
10/30/83,RAWS,1.8,7.0,-2.4,,,
10/31/83,RAWS,2.4,4.6,1.1,,,
11/01/83,RAWS,1.7,4.9,-0.3,,,
11/02/83,RAWS,0.4,5.7,-4.8,,,
11/03/83,RAWS,2.4,7.0,0.0,,,
11/04/83,RAWS,5.1,12.3,-0.5,,,
11/05/83,RAWS,4.5,6.5,2.9,,,
11/06/83,RAWS,1.5,5.5,-0.9,,,
11/07/83,RAWS,3.4,7.9,1.3,,,
11/08/83,RAWS,-2.7,5.6,-10.3,,,
11/09/83,RAWS,-9.7,-2.3,-13.7,,,
11/10/83,RAWS,-3.0,2.9,-7.3,,,
11/11/83,RAWS,-0.5,1.4,-2.1,,,
11/12/83,RAWS,-4.4,-2.1,-6.4,,,
11/13/83,RAWS,-3.7,-0.8,-6.3,,,
11/14/83,RAWS,-7.5,-4.2,-10.4,,,
11/15/83,RAWS,-7.7,-2.4,-12.2,,,
11/16/83,RAWS,-0.9,2.8,-3.6,,,
11/17/83,RAWS,-1.7,2.6,-3.9,,,
11/18/83,RAWS,-3.7,-0.6,-7.5,,,
11/19/83,RAWS,-10.5,-7.7,-13.3,,,
11/20/83,RAWS,-9.1,-6.1,-11.6,,,
11/21/83,RAWS,-7.5,-5.2,-14.4,,,
11/22/83,RAWS,-13.1,-9.5,-16.4,,,
11/23/83,RAWS,-17.2,-14.3,-19.4,,,
11/24/83,RAWS,-10.7,-0.8,-16.6,,,
11/25/83,RAWS,0.6,4.0,-3.4,,,
11/26/83,RAWS,-11.0,-4.3,-17.3,,,
11/27/83,RAWS,-9.0,-4.5,-16.8,,,
11/28/83,RAWS,-11.3,-5.2,-15.4,,,
11/29/83,RAWS,-4.3,-0.9,-7.9,,,
11/30/83,RAWS,-3.8,1.1,-9.9,,,
12/01/83,RAWS,1.7,7.8,-4.7,,,
12/02/83,RAWS,,,,,,
12/03/83,RAWS,,,,,,
12/04/83,RAWS,,,,,,
12/05/83,RAWS,,,,,,
12/06/83,RAWS,,,,,,
12/07/83,RAWS,,,,,,
12/08/83,RAWS,,,,,,
12/09/83,RAWS,,,,,,
12/10/83,RAWS,,,,,,
12/11/83,RAWS,,,,,,
12/12/83,RAWS,,,,,,
12/13/83,RAWS,,,,,,
12/14/83,RAWS,,,,,,
12/15/83,RAWS,,,,,,
12/16/83,RAWS,,,,,,
12/17/83,RAWS,,,,,,
12/18/83,RAWS,,,,,,
12/19/83,RAWS,,,,,,
12/20/83,RAWS,,,,,,
12/21/83,RAWS,,,,,,
12/22/83,RAWS,,,,,,
12/23/83,RAWS,,,,,,
12/24/83,RAWS,,,,,,
12/25/83,RAWS,,,,,,
12/26/83,RAWS,,,,,,
12/27/83,RAWS,,,,,,
12/28/83,RAWS,,,,,,
12/29/83,RAWS,,,,,,
12/30/83,RAWS,,,,,,
12/31/83,RAWS,-5.2,-5.2,-5.2,,,
01/01/84,RAWS,-10.4,-6.5,-13.8,,,
01/02/84,RAWS,-7.6,-0.4,-13.7,,,
01/03/84,RAWS,-2.4,-0.2,-4.1,,,
01/04/84,RAWS,0.4,4.1,-2.9,,,
01/05/84,RAWS,3.3,8.2,-0.3,,,
01/06/84,RAWS,-1.8,1.3,-3.5,,,
01/07/84,RAWS,-0.7,6.7,-4.4,,,
01/08/84,RAWS,-0.9,1.8,-3.2,,,
01/09/84,RAWS,-5.5,-3.3,-8.7,,,
01/10/84,RAWS,-6.0,-1.5,-11.2,,,
01/11/84,RAWS,-5.7,-3.6,-9.9,,,
01/12/84,RAWS,-13.0,-9.3,-16.1,,,
01/13/84,RAWS,-13.8,-10.4,-16.4,,,
01/14/84,RAWS,-17.2,-12.3,-20.4,,,
01/15/84,RAWS,-16.1,-12.3,-20.2,,,
01/16/84,RAWS,-16.5,-12.9,-18.0,,,
01/17/84,RAWS,-20.2,-15.8,-24.5,,,
01/18/84,RAWS,-23.2,-17.0,-27.4,,,
01/19/84,RAWS,-15.9,-10.8,-20.6,,,
01/20/84,RAWS,-11.4,-5.9,-15.9,,,
01/21/84,RAWS,-7.2,-2.2,-13.9,,,
01/22/84,RAWS,-9.5,-5.4,-11.9,,,
01/23/84,RAWS,-12.3,-8.9,-14.4,,,
01/24/84,RAWS,-10.4,-6.3,-14.1,,,
01/25/84,RAWS,-6.1,-3.2,-8.0,,,
01/26/84,RAWS,-7.2,-2.3,-10.6,,,
01/27/84,RAWS,-10.7,-7.9,-12.4,,,
01/28/84,RAWS,-6.6,-2.6,-8.7,,,
01/29/84,RAWS,-5.8,-3.3,-7.5,,,
01/30/84,RAWS,-5.4,-0.8,-8.6,,,
01/31/84,RAWS,-1.8,5.5,-5.2,,,
02/01/84,RAWS,-0.6,2.1,-2.6,,,
02/02/84,RAWS,-9.0,-3.3,-13.1,,,
02/03/84,RAWS,-7.2,-2.9,-9.7,,,
02/04/84,RAWS,-7.7,-4.0,-10.0,,,
02/05/84,RAWS,-4.4,1.7,-9.7,,,
02/06/84,RAWS,-2.0,4.2,-4.4,,,
02/07/84,RAWS,-5.0,-1.0,-9.2,,,
02/08/84,RAWS,-9.6,-1.5,-15.6,,,
02/09/84,RAWS,-8.9,-3.7,-11.7,,,
02/10/84,RAWS,-4.8,1.2,-7.3,,,
02/11/84,RAWS,-10.1,-6.4,-12.6,,,
02/12/84,RAWS,-12.9,-10.3,-15.9,,,
02/13/84,RAWS,-5.8,-0.3,-11.7,,,
02/14/84,RAWS,-2.3,2.1,-5.5,,,
02/15/84,RAWS,-8.7,-4.2,-12.2,,,
02/16/84,RAWS,-6.1,2.4,-11.2,,,
02/17/84,RAWS,-7.6,-0.7,-12.2,,,
02/18/84,RAWS,-13.9,-4.8,-19.6,,,
02/19/84,RAWS,-14.4,-6.0,-18.3,,,
02/20/84,RAWS,-9.3,6.8,-17.2,,,
02/21/84,RAWS,-0.9,9.6,-5.1,,,
02/22/84,RAWS,-3.6,-0.2,-7.9,,,
02/23/84,RAWS,-13.6,-9.0,-17.3,,,
02/24/84,RAWS,-11.2,-6.8,-13.7,,,
02/25/84,RAWS,-8.3,-3.4,-10.6,,,
02/26/84,RAWS,-11.6,-4.4,-16.4,,,
02/27/84,RAWS,-14.3,-4.0,-19.9,,,
02/28/84,RAWS,-6.3,2.5,-12.3,,,
02/29/84,RAWS,-3.6,0.9,-5.1,,,
03/01/84,RAWS,-5.0,-3.8,-6.5,,,
